Country,State/Providence/Region,City,Postal Code,Number of Registrations,
United States,NY,Johnson,10933,5,
United States,NY,Johnson City,13790,13,
United States,NY,Johnsonville,12094,2,
United States,NY,Johnstown,12095,4,
United States,NY,Jordan,13080,3,
United States,NY,Jordanville,13361,2,
United States,NY,Katonah,10536,10,
United States,NY,Kauneonga Lake,12749,1,
United States,NY,Keene,12942,2,
United States,NY,Keene Valley,12943,4,
United States,NY,Keeseville,12944,5,
United States,NY,KENDALL,14476,1,
United States,NY,Kenmore,14217,6,
United States,NY,Kenmore,14223,1,
United States,NY,Kent,14477,2,
United States,NY,Kent Cliffs,10512,1,
United States,NY,Kerhonkson,12446,4,
United States,NY,Kew Gardens,11415,15,
United States,NY,Kill Buck,14748,1,
United States,NY,Kinderhook,12106,1,
United States,NY,KING FERRY,13081,1,
United States,NY,Kings Park,11754,16,
United States,NY,Kingston,12401,32,
United States,NY,Kingston,12402,1,
United States,NY,Kirkville,13082,15,
United States,NY,Kirkwood,13795,1,
United States,NY,La Fargeville,13656,2,
United States,NY,LA FAYETTE,13084,4,
United States,NY,Lackawanna,14218,3,
United States,NY,Lafayette,13084,1,
United States,NY,Lagrangeville,12540,6,
United States,NY,Lake Clear,12945,2,
United States,NY,Lake George,12845,5,
United States,NY,Lake Grove,11755,6,
United States,NY,Lake Katrine,12449,1,
United States,NY,LAKE LUZERNE,12846,5,
United States,NY,LAKE PEEKSKILL,10537,2,
United States,NY,Lake Placid,12946,16,
United States,NY,Lake Pleasant,12108,1,
United States,NY,LAKE RONKONKOMA,11779,6,
United States,NY,Lake View,14085,3,
United States,NY,Lakewood,14750,2,
United States,NY,Lancaster,14086,20,
United States,NY,Lansing,14882,3,
United States,NY,larchmont,10538,6,
United States,NY,Latham,12110,32,
United States,NY,Laurel,11948,2,
United States,NY,Laurelton,11413,6,
United States,NY,Lawrence,11559,6,
United States,NY,Le Roy,14482,5,
United States,NY,Lee Center,13363,3,
United States,NY,Leicester,14481,1,
United States,NY,Levittown,11756,26,
United States,NY,Lewis,12950,1,
United States,NY,Lewiston,14092,6,
United States,NY,Lexington,12452,2,
United States,NY,Liberty,12754,8,
United States,NY,Lido Beach,11561,3,
United States,NY,Lima,14485,1,
United States,NY,Lindenhurst,11757,25,
United States,NY,Linwood,14486,1,
United States,NY,Lisbon,13658,1,
United States,NY,Lisle,13797,3,
United States,NY,Little Falls,13365,6,
United States,NY,Little Neck,11362,9,
United States,NY,Little Neck,11363,1,
United States,NY,Little valley,14755,2,
United States,NY,Liverpol,13088,1,
United States,NY,Liverpool,13088,37,
United States,NY,Liverpool,13090,22,
United States,NY,Livingston Manor,12758,7,
United States,NY,Livonia,14487,7,
United States,NY,Lloyd Harbor,11743,1,
United States,NY,Locke,13092,2,
United States,NY,Lockport,14094,54,
United States,NY,Locust Valley,11560,5,
United States,NY,Long Beach,11561,16,
United States,NY,Long Eddy,12760,1,
United States,NY,Long Island City,11101,124,
United States,NY,Long Island City,11102,1,
United States,NY,Long Island City,11106,3,
United States,NY,Long Island City,11109,2,
United States,NY,Lorraine,13659,1,
United States,NY,Loudonville,12211,8,
United States,NY,Lowville,13367,10,
United States,NY,Lynbrook,11563,17,
United States,NY,Lyndonville,14098,1,
United States,NY,Lyons,14489,11,
United States,NY,macedon,14502,5,
United States,NY,Machias,14101,2,
United States,NY,Madison,13402,2,
United States,NY,Mahopac,10541,19,
United States,NY,Malone,12953,6,
United States,NY,Malta,12020,1,
United States,NY,Malverne,11565,7,
United States,NY,Mamaroneck,10543,11,
United States,NY,Manchester,14504,3,
United States,NY,Manhasset,11030,13,
United States,NY,Manhasset Hills,11040,1,
United States,NY,MANHATTAN,10022,1,
United States,NY,Manlius,13104,29,
United States,NY,Mannsville,13661,1,
United States,NY,Manorville,11949,11,
United States,NY,Maplecrest,12454,1,
United States,NY,Marathon,13803,3,
United States,NY,Marcellus,13108,4,
United States,NY,Marcy,13403,8,
United States,NY,Marietta,13110,4,
United States,NY,MARION,14505,3,
United States,NY,marlboro,12542,5,
United States,NY,Maryland,12116,1,
United States,NY,Maspeth,11378,9,
United States,NY,Massapequa,11758,25,
United States,NY,Massapequa Park,11762,14,
United States,NY,Massena,13662,8,
United States,NY,Mastic,11950,6,
United States,NY,Mastic Beach,11951,4,
United States,NY,Mattituck,11952,4,
United States,NY,mattydale,13211,2,
United States,NY,Maybrook,12543,3,
United States,NY,Mayville,14757,4,
United States,NY,Mc Graw,13101,2,
United States,NY,MECHANICVILLE,12118,14,
United States,NY,Medford,11763,13,
United States,NY,Medina,14103,2,
United States,NY,Medusa,12120,3,
United States,NY,Melville,11747,32,
United States,NY,Memphis,13112,1,
United States,NY,Menands,12204,5,
United States,NY,Mendon,14506,6,
United States,NY,Merrick,11566,13,
United States,NY,Mexico,13114,7,
United States,NY,MIDDLE GROVE,12850,1,
United States,NY,Middle Island,11953,11,
United States,NY,Middle Village,11379,6,
United States,NY,Middleburgh,12122,1,
United States,NY,Middleport,14105,4,
United States,NY,Middlesex,14507,4,
United States,NY,Middletown,10940,34,
United States,NY,Middletown,10941,11,
United States,NY,Middleville,13406,2,
United States,NY,Milford,13807,2,
United States,NY,Millbrook,12545,11,
United States,NY,Miller Place,11764,13,
United States,NY,Millerton,12546,2,
United States,NY,MILLWOOD,10546,1,
United States,NY,Milton,12547,1,
United States,NY,Mineola,11501,53,
United States,NY,Minoa,13116,2,
United States,NY,Modena,12548,2,
United States,NY,Mohegan Lake,10547,7,
United States,NY,Mongaup Valley,12762,2,
United States,NY,Monroe,10950,17,
United States,NY,Monsey,10952,5,
United States,NY,MONTAUK,11954,6,
United States,NY,Montgomery,12549,6,
United States,NY,monticello,12701,11,
United States,NY,Montour Falls,14865,3,
United States,NY,Montrose,10548,4,
United States,NY,Mooers,12958,1,
United States,NY,Moriah,12960,1,
United States,NY,Moriches,11955,4,
United States,NY,Morrisonville,12962,2,
United States,NY,Morrisville,13408,2,
United States,NY,Mount kisco,10549,14,
United States,NY,Mount Morris,14510,1,
United States,NY,Mount Sinai,11766,6,
United States,NY,Mount Upton,13809,2,
United States,NY,Mount Vernon,10550,17,
United States,NY,Mount Vernon,10552,7,
United States,NY,Mount Vernon,10553,7,
United States,NY,Mountain Dale,12763,5,
United States,NY,Mountaindale,12763,1,
United States,NY,Mountainville,10953,3,
United States,NY,Mt. Vernon,10552,1,
United States,NY,Mumford,14511,2,
United States,NY,Munnsville,13409,4,
United States,NY,Muttontown,11791,1,
United States,NY,N Brookfield,13418,1,
United States,NY,N TONAWANDA,14120,1,
United States,NY,Nanuet,10954,12,
United States,NY,Naples,14512,8,
United States,NY,Narrowsburg,12764,2,
United States,NY,Nassau,12123,5,
United States,NY,Nedrow,13120,1,
United States,NY,Nesconset,11767,16,
United States,NY,New Berlin,13411,3,
United States,NY,New City,10956,33,
United States,NY,New Hamburg,12590,3,
United States,NY,New Hampton,10958,1,
United States,NY,New Hartford,13413,19,
United States,NY,New Hyde Park,11040,11,
United States,NY,New Hyde Park,11042,1,
United States,NY,New Paltz,12561,23,
United States,NY,New Rochelle,10801,10,
United States,NY,New Rochelle,10804,11,
United States,NY,New Rochelle,10805,8,
United States,NY,new suffolk,11956,1,
United States,NY,New Windsor,12553,19,
United States,NY,New Woodstock,13122,1,
United States,NY,New York,10001,175,
United States,NY,New York,10002,13,
United States,NY,New York,10003,35,
United States,NY,New York,10004,14,
United States,NY,New York,10005,20,
United States,NY,New York,10006,9,
United States,NY,New York,10009,30,
United States,NY,New York,10010,15,
United States,NY,New York,10011,41,
United States,NY,New York,10012,153,
United States,NY,New York,10013,18,
United States,NY,New York,10014,11,
United States,NY,NEW YORK,10016,21,
United States,NY,New York,10017,17,
United States,NY,New York,10018,53,
United States,NY,NEW YORK,10019,44,
United States,NY,New York,10020,3,
United States,NY,New York,10021,12,
United States,NY,NEW YORK,10022,14,
United States,NY,New York,10023,52,
United States,NY,New York,10024,47,
United States,NY,New York,10025,40,
United States,NY,NEW YORK,10026,11,
United States,NY,New York,10027,15,
United States,NY,New York,10028,9,
United States,NY,New York,10029,19,
United States,NY,New York,10030,1,
United States,NY,New York,10031,17,
United States,NY,New York,10032,13,
United States,NY,New York,10033,20,
United States,NY,New York,10034,12,
United States,NY,New York,10035,8,
United States,NY,New York,10036,81,
United States,NY,New York,10037,5,
United States,NY,New york,10038,11,
United States,NY,New York,10039,5,
United States,NY,New York,10040,10,
United States,NY,New York,10041,1,
United States,NY,New York,10044,20,
United States,NY,New York,10065,11,
United States,NY,New York,10069,1,
United States,NY,New York,10075,5,
United States,NY,New York,10112,20,
United States,NY,New York,10119,1,
United States,NY,New York,10128,26,
United States,NY,New York,10170,8,
United States,NY,New York,10280,6,
United States,NY,New York,10281,2,
United States,NY,New York,10282,1,
United States,NY,New York,10463,1,
United States,NY,New York,10468,1,
United States,NY,New York,11201,1,
United States,NY,New York,11223,1,
United States,NY,New York,11362,1,
United States,NY,New York,11365,1,
United States,NY,New York,11412,1,
United States,NY,new york,11516,1,
United States,NY,New York,11577,1,
United States,NY,NEW YORK,93927,1,
United States,NY,New York City,10001,1,
United States,NY,New York City,10018,1,
United States,NY,New York City,10025,2,
United States,NY,New York City,11204,1,
United States,NY,New York Mills,13417,2,
United States,NY,Newark,14513,8,
United States,NY,Newark Valley,13811,1,
United States,NY,Newburgh,12550,42,
United States,NY,Newcomb,12852,1,
United States,NY,Newfield,14867,8,
United States,NY,newyork,10305,1,
United States,NY,Niagara Falls,14301,10,
United States,NY,niagara falls,14303,3,
United States,NY,Niagara Falls,14304,15,
United States,NY,Niagara Falls,14305,11,
United States,NY,Niskayuna,12309,24,
United States,NY,Norfolk,13667,2,
United States,NY,North Babylon,11703,7,
United States,NY,North Baldwin,11510,3,
United States,NY,North Bangor,12966,4,
United States,NY,North bellmore,11710,5,
United States,NY,North Chili,14514,2,
United States,NY,North Collins,14111,7,
United States,NY,North Creek,12853,2,
United States,NY,North Lawrence,12967,1,
United States,NY,North Massapequa,11758,2,
United States,NY,North Salem,10560,6,
United States,NY,North Syracuse,13212,36,
United States,NY,North Tonawanda,14120,29,
United States,NY,Northport,11768,8,
United States,NY,Northville,12134,1,
United States,NY,Norwich,13815,21,
United States,NY,Norwood,13668,7,
United States,NY,Nunda,14517,1,
United States,NY,Nyack,10960,18,
United States,NY,NYC,10040,1,
United States,NY,Nyc,11201,1,
United States,NY,Oak Beach,11702,1,
United States,NY,Oakdale,11769,5,
United States,NY,Oakland Gardens,11364,9,
United States,NY,Obernburg,12767,1,
United States,NY,Ocean Beach,11770,1,
United States,NY,Oceanside,11572,12,
United States,NY,Odessa,14869,2,
United States,NY,Ogdensburg,13669,5,
United States,NY,Old Bethpage,11804,3,
United States,NY,Old Westbury,11568,3,
United States,NY,Olean,14760,7,
United States,NY,Olivebridge,12461,8,
United States,NY,Oneida,13421,14,
United States,NY,Oneonta,13820,29,
United States,NY,Ontario,14519,18,
United States,NY,Orangeburg,10962,4,
United States,NY,Orchard Park,14127,25,
United States,NY,Orient Point,11957,1,
United States,NY,Oriskany,13424,22,
United States,NY,Ossining,10562,29,
United States,NY,Oswego,13126,51,
United States,NY,Otego,13825,5,
United States,NY,Otisville,10963,4,
United States,NY,Ovid,14521,1,
United States,NY,Owego,13827,15,
United States,NY,Oxford,13830,4,
United States,NY,Oyster Bay,11771,17,
United States,NY,Ozone Park,11416,8,
United States,NY,Ozone Park,11417,6,
United States,NY,Painted Post,14870,5,
United States,NY,Palenville,12463,1,
United States,NY,Palisades,10964,4,
United States,NY,Palmyra,14522,16,
United States,NY,Panama,14767,3,
United States,NY,Paradox,12858,1,
United States,NY,Parish,13131,1,
United States,NY,Parksville,12768,1,
United States,NY,Patchogue,11772,16,
United States,NY,Patterson,12563,20,
United States,NY,Paul Smiths,12970,1,
United States,NY,Pavilion,14525,3,
United States,NY,Pavilion,14525-9338,1,
United States,NY,Pawling,12564,9,
United States,NY,Pearl River,10965,5,
United States,NY,Peconic,11958,3,
United States,NY,Peekskill,10566,17,
United States,NY,Pelham,10803,16,
United States,NY,pelham manor,10803,3,
United States,NY,Penfield,14526,20,
United States,NY,Penn Yan,14527,15,
United States,NY,Peru,12972,11,
United States,NY,Petersburg,12138,1,
United States,NY,Petersburgh,12138,5,
United States,NY,Phelps,14532,2,
United States,NY,Philadelphia,13673,1,
United States,NY,Phoenicia,12464,4,
United States,NY,Phoenix,13135,1,
United States,NY,Piermont,10968,2,
United States,NY,piffard,14533,1,
United States,NY,Pine Bush,12566,11,
United States,NY,PINE CITY,14871,1,
United States,NY,Pine Island,10969,2,
United States,NY,Pine Plains,12567,3,
United States,NY,Pitcher,13136,1,
United States,NY,Pittsford,14534,25,
United States,NY,Plainview,11803,22,
United States,NY,Plattsburgh,12901,22,
United States,NY,Plattsburgh,12903,1,
United States,NY,Pleasant Valley,12569,6,
United States,NY,Pleasantville,10570,20,
United States,NY,Plymouth,13832,1,
United States,NY,Point Lookout,11569,1,
United States,NY,Poland,13431,3,
United States,NY,Pomona,10970,3,
United States,NY,Port Byron,13140,2,
United States,NY,Port Chester,10573,11,
United States,NY,Port Crane,13833,2,
United States,NY,Port Ewen,12466,2,
United States,NY,Port Henry,12974,1,
United States,NY,Port Jeff Sta,11776,1,
United States,NY,Port Jefferson,11777,5,
United States,NY,PORT JEFFERSON STATION,11776,6,
United States,NY,Port Jervis,12771,15,
United States,NY,Port Kent,12975,1,
United States,NY,Port Washington,11050,26,
United States,NY,Porter Corners,12859,4,
United States,NY,Portville,14770,1,
United States,NY,Potsdam,13676,6,
United States,NY,POUGHKEEPSIE,12601,31,
United States,NY,Poughkeepsie,12603,21,
United States,NY,Poughkeepsie,12604,2,
United States,NY,poughquag,12570,4,
United States,NY,Pound Ridge,10576,9,
United States,NY,Prattsville,12468,1,
United States,NY,PRESTON HOLLOW,12469,1,
United States,NY,Pulaski,13142,6,
United States,NY,Purchase,10577,1,
United States,NY,Putnam Station,12861,1,
United States,NY,PUTNAM VALLEY,10579,3,
United States,NY,Queens,11101,1,
United States,NY,Queens,11355,1,
United States,NY,Queens,11368,3,
United States,NY,Queens,11413,1,
United States,NY,Queens,11433,1,
United States,NY,Queens Village,11427,5,
United States,NY,Queens Village,11428,3,
United States,NY,Queens Village,11429,16,
United States,NY,Queensbury,12804,22,
United States,NY,Ransomville,14131,5,
United States,NY,Ravena,12143,1,
United States,NY,Red Creek,13143,3,
United States,NY,Red Hook,12571,7,
United States,NY,Redwood,13679,5,
United States,NY,Rego Park,11374,16,
United States,NY,Remsen,13438,11,
United States,NY,remsenburg,11960,1,
United States,NY,Rensselaer,12144,19,
United States,NY,Rexford,12148,3,
United States,NY,Rhinebeck,12572,8,
United States,NY,Rhinecliff,12574,1,
United States,NY,Richfield Springs,13439,2,
United States,NY,Richford,13835,1,
United States,NY,Richmond Hill,11418,13,
United States,NY,Ridge,11961,15,
United States,NY,Ridgewood,11385,19,
United States,NY,Rifton,12471,5,
United States,NY,Riparius,12862,2,
United States,NY,Ripley,14775,1,
United States,NY,Riverhead,11901,26,
United States,NY,Rochester,14604,8,
United States,NY,Rochester,14605,3,
United States,NY,Rochester,14606,8,
United States,NY,Rochester,14607,15,
United States,NY,Rochester,14608,4,
United States,NY,Rochester,14609,35,
United States,NY,Rochester,14610,17,
United States,NY,ROCHESTER,14611,1,
United States,NY,Rochester,14612,29,
United States,NY,Rochester,14613,3,
United States,NY,Rochester,14614,29,
United States,NY,Rochester,14615,2,
United States,NY,Rochester,14616,13,
United States,NY,Rochester,14617,19,
United States,NY,Rochester,14618,28,
United States,NY,Rochester,14619,8,
United States,NY,Rochester,14620,21,
United States,NY,Rochester,14621,7,
United States,NY,Rochester,14622,3,
United States,NY,Rochester,14623,279,
United States,NY,Rochester,14624,29,
United States,NY,Rochester,14625,14,
United States,NY,Rochester,14626,8,
United States,NY,Rochester,14627,1,
United States,NY,Rock City Falls,12863,1,
United States,NY,Rock Hill,12775,8,
United States,NY,Rock Tavern,12575,3,
United States,NY,Rockaway Beach,11693,10,
United States,NY,ROCKAWAY BEACH NY,11693,1,
United States,NY,Rockaway Park,11694,2,
United States,NY,Rockaway Point,11697,1,
United States,NY,ROCKVILLE CENTRE,11570,10,
United States,NY,Rocky point,11778,3,
United States,NY,Rodman,13682,1,
United States,NY,Rome,01344,2,
United States,NY,Rome,13440,21,
United States,NY,Rome,13441,36,
United States,NY,Romulus,14541,5,
United States,NY,Ronkonkoma,11779,34,
United States,NY,Roosevelt,11575,9,
United States,NY,ROSEDALE,11413,1,
United States,NY,Rosedale,11422,5,
United States,NY,Rosendale,12472,3,
United States,NY,Roslyn,11576,9,
United States,NY,Roslyn Heights,11577,4,
United States,NY,Rotterdam,12306,2,
United States,NY,Rotterdam Junction,12150,2,
United States,NY,Rouses Point,12979,4,
United States,NY,Roxbury,12474,3,
United States,NY,Rush,14543,1,
United States,NY,Rushville,14544,3,
United States,NY,Rye,10580,9,
United States,NY,rye brook,10573,3,
United States,NY,S Glens Falls,12803,1,
United States,NY,S Ozone Park,11420,1,
United States,NY,Sackets harbor,13685,2,
United States,NY,Sag Harbor,11963,12,
United States,NY,Sagaponack,11962,1,
United States,NY,Saint Albans,11412,10,
United States,NY,Saint James,11780,9,
United States,NY,Salamanca,14779,16,
United States,NY,Salem,12865,3,
United States,NY,Salisbury Mills,12577,1,
United States,NY,Sanborn,14132,2,
United States,NY,Sand Lake,12153,1,
United States,NY,Saranac,12981,1,
United States,NY,Saranac Lake,12983,12,
United States,NY,Saratoga Springs,12866,45,
United States,NY,Saugerties,12477,23,
United States,NY,Sauquoit,13456,4,
United States,NY,Sayville,11782,15,
United States,NY,Scarsdale,10583,25,
United States,NY,SCHAGHTICOKE,12154,484,
United States,NY,Schenectady,12302,4,
United States,NY,Schenectady,12303,24,
United States,NY,Schenectady,12304,5,
United States,NY,Schenectady,12305,8,
United States,NY,Schenectady,12306,23,
United States,NY,Schenectady,12307,1,
United States,NY,Schenectady,12308,7,
United States,NY,Schenectady,12309,9,
United States,NY,Schroon Lake,12870,1,
United States,NY,Schuyler Falls,12985,1,
United States,NY,SCHUYLERVILLE,12871,4,
United States,NY,Scipio Center,13147,2,
United States,NY,Scotia,12302,24,
United States,NY,Scottsville,14546,4,
United States,NY,Sea Cliff,11579,2,
United States,NY,Seaford,11783,10,
United States,NY,Selden,11784,11,
United States,NY,Selkirk,12158,11,
United States,NY,Seneca Falls,13148,6,
United States,NY,Setauket,11733,7,
United States,NY,Sharon Springs,13459,7,
United States,NY,Shelter Is Ht,11965,1,
United States,NY,Shelter Island,11964,8,
United States,NY,Shelter Island Heights,11965,5,
United States,NY,Sherburne,13460,1,
United States,NY,Sherrill,13461,2,
United States,NY,Shirley,11967,15,
United States,NY,SHOKAN,12481,3,
United States,NY,Shoreham,11786,8,
United States,NY,Shortsville,14548,1,
United States,NY,Sidney,13838,1,
United States,NY,Sidney Center,13839,3,
United States,NY,Silver creek,14136,2,
United States,NY,Silver Lake,14549,1,
United States,NY,Silver Springs,14550,1,
United States,NY,Sinclairville,14782,2,
United States,NY,Skaneateles,13152,14,
United States,NY,sleepy hollow,10591,2,
United States,NY,Slingerlands,12159,2,
United States,NY,Sloan,14212,2,
United States,NY,Sloatsburg,10974,1,
United States,NY,Smithtown,11787,31,
United States,NY,Sodus,14551,2,
United States,NY,Sodus Point,14555,1,
United States,NY,Solvay,13209,4,
United States,NY,Somers,10589,4,
United States,NY,Sound Beach,11789,20,
United States,NY,South Glens Falls,12803,4,
United States,NY,South Huntington,11746,1,
United States,NY,South Ozone Park,11420,16,
United States,NY,SOUTH RICHMOND HILL,11419,8,
United States,NY,SOUTH SALEM,10590,7,
United States,NY,South Setauket,11720,1,
United States,NY,South Wales,14139,3,
United States,NY,Southampton,11968,27,
United States,NY,Southampton,11969,1,
United States,NY,Southold,11971,1,
United States,NY,Sparkill,10976,1,
United States,NY,Sparrow Bush,12780,1,
United States,NY,Spencer,14883,2,
United States,NY,Spencerport,14559,14,
United States,NY,Speonk,11972,1,
United States,NY,Sprakers,12166,1,
United States,NY,Spring Valley,10977,14,
United States,NY,Springfield Gardens,11413,7,
United States,NY,Springville,14141,10,
United States,NY,Springwater,14560,2,
United States,NY,St. Johnsville,13452,1,
United States,NY,Staatsburg,12580,5,
United States,NY,Stafford,14143,1,
United States,NY,Stamford,12167,1,
United States,NY,Stanfordville,12581,7,
United States,NY,Stanley,14561,2,
United States,NY,Staten Island,10301,15,
United States,NY,Staten Island,10302,6,
United States,NY,staten island,10303,10,
United States,NY,Staten Island,10304,28,
United States,NY,Staten Island,10305,18,
United States,NY,Staten Island,10306,23,
United States,NY,Staten Island,10307,4,
United States,NY,Staten Island,10308,7,
United States,NY,Staten Island,10309,25,
United States,NY,Staten Island,10310,12,
United States,NY,Staten Island,10312,17,
United States,NY,Staten Island,10314,41,
United States,NY,Sterling,13156,1,
United States,NY,Stewart Manor,11530,5,
United States,NY,Stillwater,12170,1,
United States,NY,Stone Ridge,12484,1,
United States,NY,Stony Brook,11790,12,
United States,NY,Stony Brook,11794,4,
United States,NY,Stony Point,10980,9,
United States,NY,Stormville,12582,7,
United States,NY,Stuyvesant Falls,12174,2,
United States,NY,Suffern,10901,8,
United States,NY,Sunnyside,11104,6,
United States,NY,Swain,14884,2,
United States,NY,Swan Lake,12783,3,
United States,NY,Sylvan Beach,13157,2,
United States,NY,Syosset,11791,27,
United States,NY,Syracuse,13090,1,
United States,NY,Syracuse,13202,62,
United States,NY,Syracuse,13203,6,
United States,NY,Syracuse,13204,40,
United States,NY,syracuse,13205,11,
United States,NY,Syracuse,13206,6,
United States,NY,Syracuse,13207,7,
United States,NY,Syracuse,13208,10,
United States,NY,Syracuse,13209,6,
United States,NY,Syracuse,13210,40,
United States,NY,Syracuse,13211,7,
United States,NY,Syracuse,13212,5,
United States,NY,Syracuse,13214,37,
United States,NY,Syracuse,13215,23,
United States,NY,Syracuse,13219,17,
United States,NY,Syracuse,13224,7,
United States,NY,Syracuse,13244,12,
United States,NY,Taberg,13471,1,
United States,NY,Tappan,10983,8,
United States,NY,Tarrytown,10591,6,
United States,NY,Thendara,13472,2,
United States,NY,Theresa,13691,7,
United States,NY,Thiells,10984,1,
United States,NY,Thompson Ridge,10985,1,
United States,NY,Thornwood,10594,3,
United States,NY,Thurman,12885,1,
United States,NY,Ticonderoga,12883,3,
United States,NY,Tillson,12486,2,
United States,NY,Tomkins Cove,10986,1,
United States,NY,Tonawanda,14150,18,
United States,NY,Tonawanda,14223,2,
United States,NY,Troy,12180,29,
United States,NY,Troy,12182,9,
United States,NY,Trumansburg,14886,12,
United States,NY,Truxton,13158,1,
United States,NY,Tuckahoe,10707,7,
United States,NY,Tully,13159,11,
United States,NY,Tupper Lake,12986,6,
United States,NY,Turin,13473,3,
United States,NY,Tuxedo Park,10987,2,
United States,NY,Ulster Park,12487,1,
United States,NY,Uniondale,11553,1,
United States,NY,Upton,11973,3,
United States,NY,Utica,13501,17,
United States,NY,Utica,13502,72,
United States,NY,Valatie,12184,7,
United States,NY,Valhalla,10595,8,
United States,NY,Valley Cottage,10989,9,
United States,NY,Valley Falls,12185,4,
United States,NY,Valley Stream,11580,13,
United States,NY,Valley Stream,11581,14,
United States,NY,Van Etten,14889,3,
United States,NY,Varysburg,14167,2,
United States,NY,Verbank,12585,2,
United States,NY,Vermontville,12989,1,
United States,NY,Verona,13478,2,
United States,NY,Vestal,13850,33,
United States,NY,Victor,14564,31,
United States,NY,Voorheesville,12186,11,
United States,NY,W Haverstraw,10993,1,
United States,NY,W Henrietta,14586,4,
United States,NY,Waccabuc,10597,1,
United States,NY,Waddington,13694,1,
United States,NY,Wading River,11792,9,
United States,NY,Wainscott,11975,3,
United States,NY,Walden,12586,18,
United States,NY,Wales Center,14169,1,
United States,NY,Wallkill,12589,15,
United States,NY,Walton,13856,5,
United States,NY,Walworth,14568,6,
United States,NY,Wampsville,13163,6,
United States,NY,Wanakena,13695,1,
United States,NY,Wantagh,11793,12,
United States,NY,Wappingers Falls,12590,20,
United States,NY,WAPPINGERS FL,12590,1,
United States,NY,Warners,13164,1,
United States,NY,Warrensburg,12885,1,
United States,NY,Warsaw,14569,6,
United States,NY,Warwick,10990,19,
United States,NY,Washingtonville,10992,7,
United States,NY,wassaic,12592,2,
United States,NY,Water Mill,11976,5,
United States,NY,Waterford,12188,7,
United States,NY,Waterloo,13165,10,
United States,NY,Waterport,14571,1,
United States,NY,Watertown,13601,14,
United States,NY,Watervliet,12189,6,
United States,NY,Watkins Glen,14891,2,
United States,NY,Waverly,14892,3,
United States,NY,Wayland,14572,3,
United States,NY,Webster,14580,51,
United States,NY,Wellsville,14895,1,
United States,NY,West Babylon,11704,20,
United States,NY,West Chazy,12992,4,
United States,NY,West Edmeston,13485,1,
United States,NY,West Falls,14170,2,
United States,NY,West Harrison,10604,5,
United States,NY,West Haverstraw,10993,1,
United States,NY,West Hempstead,11552,9,
United States,NY,West Henrietta,14586,10,
United States,NY,West Hurley,12491,3,
United States,NY,West Islip,11795,27,
United States,NY,West Monroe,13167,3,
United States,NY,West Nyack,10994,13,
United States,NY,West Oneonta,13861,1,
United States,NY,West Point,10996,3,
United States,NY,West Sand Lake,12196,18,
United States,NY,West Sayville,11796,4,
United States,NY,West seneca,14224,13,
United States,NY,Westbury,11590,17,
United States,NY,Westchester,10704,1,
United States,NY,Westerlo,12193,4,
United States,NY,Westernville,13486,4,
United States,NY,Westfield,14787,1,
United States,NY,Westhampton,11977,2,
United States,NY,Westhampton Beach,11978,3,
United States,NY,Westmoreland,13490,1,
United States,NY,Westport,12993,1,
United States,NY,Westtown,10998,7,
United States,NY,wheatley heights,11798,2,
United States,NY,White lake,12786,1,
United States,NY,White Plains,10601,72,
United States,NY,White Plains,10603,22,
United States,NY,White Plains,10604,1,
United States,NY,White Plains,10605,11,
United States,NY,White Plains,10606,10,
United States,NY,White Plains,10607,5,
United States,NY,Whiteplains,10603,1,
United States,NY,Whitesboro,13492,9,
United States,NY,Whitestone,11357,13,
United States,NY,Whitesville,14897,1,
United States,NY,Whitney Point,13862,6,
United States,NY,Williamson,14589,4,
United States,NY,Williamsville,14221,27,
United States,NY,Williston Park,11596,6,
United States,NY,Williston Pk,11596,2,
United States,NY,Willow,12495,2,
United States,NY,Willsboro,12996,3,
United States,NY,Wilmington,12997,1,
United States,NY,Wilson,14172,15,
United States,NY,Wilton,12831,7,
United States,NY,Windsor,13865,4,
United States,NY,Wingdale,12594,3,
United States,NY,Woodbourne,12788,1,
United States,NY,Woodbury,11797,3,
United States,NY,Woodgate,13494,2,
United States,NY,Woodhaven,11421,10,
United States,NY,Woodmere,11598,5,
United States,NY,Woodside,11377,32,
United States,NY,Woodstock,12498,2,
United States,NY,Worcester,12197,1,
United States,NY,Wurtsboro,12790,5,
United States,NY,Wynantskill,12198,7,
United States,NY,Yaphank,11980,9,
United States,NY,Yonkers,10701,17,
United States,NY,Yonkers,10703,9,
United States,NY,YONKERS,10704,15,
United States,NY,Yonkers,10705,12,
United States,NY,YONKERS,10710,16,
United States,NY,Yorktown Heights,10598,19,
United States,NY,Yorkville,13495,16,
United States,NY,Youngstown,14174,1,
United States,OH,Ada,45810,6,
United States,OH,AKRON,44301,7,
United States,OH,AKRON,44302,6,
United States,OH,Akron,44303,8,
United States,OH,Akron,44304,2,
United States,OH,Akron,44305,16,
United States,OH,Akron,44306,4,
United States,OH,Akron,44307,4,
United States,OH,Akron,44308,9,
United States,OH,Akron,44310,13,
United States,OH,Akron,44311,17,
United States,OH,Akron,44312,14,
United States,OH,Akron,44313,27,
United States,OH,Akron,44314,3,
United States,OH,Akron,44317,1,
United States,OH,Akron,44319,17,
United States,OH,Akron,44320,3,
United States,OH,Akron,44321,2,
United States,OH,Akron,44325,3,
United States,OH,Akron,44333,20,
